time,cmd_lin_x,cmd_ang_z
1746638724.8629608,0.15,0.0
1746638725.1750844,0.0,0.3
1746638725.5869062,-0.05,1.0186411231617032
1746638725.8893406,0.15,0.0
1746638726.2024825,0.15,0.0
1746638726.5939417,0.15,0.0
1746638727.0074847,0.15,0.0
1746638727.3816152,0.15,0.0
1746638727.6825483,0.1,0.5
1746638728.0625,0.1,0.5
1746638728.3916433,0.1,0.5
1746638728.6970549,0.1,0.5
1746638728.9801197,0.1,0.5
1746638729.2896962,0.1,0.5
1746638729.608203,0.1,0.5
1746638729.9898582,0.1,0.5
1746638730.3628893,0.15,0.0
1746638730.6848474,0.15,0.0
1746638730.9862947,0.15,0.0
1746638731.398341,0.15,0.0
1746638731.6977904,0.15,0.0
1746638732.0687613,0.15,0.0
1746638732.4651616,0.15,0.0
1746638732.6896355,0.15,0.0
1746638732.988246,0.15,0.0
1746638733.370566,0.15,0.0
1746638733.7851503,0.15,0.0
1746638734.0930595,0.15,0.0
1746638734.391366,0.15,0.0
1746638734.7652845,0.15,0.0
1746638735.0058742,0.15,0.0
1746638735.3898292,0.15,0.0
1746638735.7697458,0.15,0.0
1746638736.0774262,0.15,0.0
1746638736.3717108,0.15,0.0
1746638736.8690586,0.15,0.0
1746638737.1783414,0.15,0.0
1746638737.4689362,0.15,0.0
1746638737.9633327,0.15,0.0
1746638738.269692,0.15,0.0
1746638738.6673162,0.15,0.0
1746638739.0698998,0.15,0.0
1746638739.4036112,0.15,0.0
1746638739.7636154,0.15,0.0
1746638740.0936778,0.15,0.0
1746638740.471609,0.15,0.0
1746638740.8801599,0.15,0.0
1746638741.1634045,0.15,0.0
1746638741.5747666,0.15,0.0
1746638741.8890548,0.15,0.0
1746638742.2955132,0.15,0.0
1746638742.672117,0.15,0.0
1746638743.0677662,0.15,0.0
1746638743.3923354,0.15,0.0
1746638743.7865818,0.15,0.0
1746638744.2789016,0.15,0.0
1746638744.5785186,0.15,0.0
1746638744.8973677,0.15,0.0
1746638745.1909187,0.15,0.0
1746638745.6745331,0.15,0.0
1746638746.0760016,0.15,0.0
1746638746.4679582,0.15,0.0
1746638746.7833638,0.15,0.0
1746638747.0860147,0.15,0.0
1746638747.380643,0.15,0.0
1746638747.5978262,0.15,0.0
1746638748.075148,0.15,0.0
1746638748.463691,0.15,0.0
1746638748.779448,0.15,0.0
1746638749.1670372,0.15,0.0
1746638749.5727966,0.15,0.0
1746638749.80948,0.15,0.0
1746638750.198176,0.15,0.0
1746638750.4862998,0.15,0.0
1746638750.8682241,0.15,0.0
1746638751.1655354,0.15,0.0
1746638751.478025,0.15,0.0
1746638751.868069,0.15,0.0
1746638752.1953707,0.15,0.0
1746638752.5943098,0.15,0.0
1746638752.8666317,0.15,0.0
1746638753.2760258,0.15,0.0
1746638753.6770244,-0.05,1.4570981241270382
1746638753.9705691,0.0,0.3
1746638754.1861436,0.0,0.3
1746638754.4704092,0.0,0.3
1746638754.7717676,0.0,0.3
1746638755.1625502,0.0,0.3
1746638755.5873616,0.0,0.3
1746638755.875921,-0.05,0.7124623507075034
1746638756.1993673,0.0,0.3
1746638756.5656357,0.15,0.0
1746638756.882209,0.0,0.3
1746638757.1862872,0.0,0.3
1746638757.4867315,0.0,0.3
1746638757.7762563,0.0,0.3
1746638758.2022738,-0.05,0.866619640779791
1746638758.4805825,0.15,0.0
1746638758.7822473,0.15,0.0
1746638759.1652575,0.15,0.0
1746638759.474442,0.15,0.0
1746638759.8829422,0.0,0.3
1746638760.2659771,-0.05,-1.0684681767949673
1746638760.6750894,0.0,0.3
1746638760.968273,0.0,0.3
1746638761.368544,0.0,0.3
1746638761.681418,0.0,0.3
1746638762.0833373,0.15,0.0
1746638762.562439,-0.05,-0.4180911177393085
1746638762.8792393,0.0,0.3
1746638763.205045,0.0,0.3
1746638763.5633056,0.1,0.5
1746638763.8884044,0.1,0.5
1746638764.1987598,0.1,0.5
1746638764.492484,0.1,0.5
1746638764.966007,0.1,0.5
1746638765.290446,0.1,0.5
1746638765.6855001,0.1,0.5
1746638766.0984116,0.1,0.5
1746638766.5653007,0.1,0.5
1746638766.8955643,0.1,0.5
1746638767.187867,0.1,0.5
1746638767.5732176,0.1,0.5
1746638767.866434,0.1,0.5
1746638768.1859026,0.15,0.0
1746638768.476559,0.15,0.0
1746638768.8656845,0.15,0.0
1746638769.103817,0.15,0.0
1746638769.3905978,0.15,0.0
1746638769.7043757,0.15,0.0
1746638770.0041385,0.15,0.0
1746638770.3001556,0.15,0.0
1746638770.5918145,0.15,0.0
1746638770.8929152,0.15,0.0
1746638771.277285,0.15,0.0
1746638771.679396,0.15,0.0
1746638771.9836693,0.15,0.0
1746638772.386861,0.15,0.0
1746638772.7916598,0.15,0.0
1746638773.0893412,0.15,0.0
1746638773.4726365,0.15,0.0
1746638773.7917156,0.15,0.0
1746638774.1790137,0.15,0.0
1746638774.5685024,-0.05,1.273712311630434
1746638774.878009,0.0,0.3
1746638775.2645438,0.0,0.3
1746638775.5023143,0.0,0.3
1746638775.8024685,0.0,0.3
1746638776.1780162,0.0,0.3
1746638776.5880673,-0.05,-0.18529370343535145
1746638776.80488,0.0,0.3
1746638777.1738784,0.0,0.3
1746638777.4923258,0.0,0.3
1746638777.8971493,0.0,0.3
1746638778.1885173,0.0,0.3
1746638778.4866533,0.0,0.3
1746638778.7931838,-0.05,0.4857197110341107
1746638779.0917895,0.0,0.3
1746638779.3879945,0.0,0.3
1746638779.7625263,0.0,0.3
1746638779.9973805,0.0,0.3
1746638780.4025671,0.0,0.3
1746638780.6831355,0.0,0.3
1746638780.9957972,0.15,0.0
1746638781.4047613,0.15,0.0
1746638781.6861393,0.15,0.0
1746638781.9831388,0.15,0.0
1746638782.2852862,0.15,0.0
1746638782.6625316,0.15,0.0
1746638782.8932228,0.1,0.5
1746638783.1910727,0.1,0.5
1746638783.5766513,0.1,0.5
1746638783.9718049,0.1,0.5
1746638784.3018682,0.15,0.0
1746638784.699067,0.15,0.0
1746638784.995896,0.1,0.5
1746638785.2741637,0.1,0.5
1746638785.564255,0.1,0.5
1746638785.9675977,0.1,0.5
1746638786.2820616,0.15,0.0
1746638786.5722108,0.15,0.0
1746638786.8020718,0.15,0.0
1746638787.1011748,0.15,0.0
1746638787.467946,0.15,0.0
1746638787.8054163,0.15,0.0
1746638788.2776282,0.15,0.0
1746638788.701798,0.15,0.0
1746638789.0790303,0.15,0.0
1746638789.3885686,0.15,0.0
1746638789.6793737,0.15,0.0
1746638790.1626668,0.15,0.0
1746638790.480816,0.15,0.0
1746638790.7995563,0.15,0.0
1746638791.2699766,0.15,0.0
1746638791.5902693,0.15,0.0
1746638791.9992814,0.15,0.0
1746638792.4634533,0.15,0.0
1746638792.6992242,0.15,0.0
1746638793.0728443,0.15,0.0
1746638793.3828764,0.15,0.0
1746638793.6826866,0.15,0.0
1746638794.070527,0.15,0.0
1746638794.289311,0.15,0.0
1746638794.596528,0.1,0.5
1746638794.8972595,0.1,0.5
1746638795.1875663,0.1,0.5
1746638795.4857347,0.1,0.5
1746638795.8104618,0.1,0.5
1746638796.0982375,0.1,0.5
1746638796.4856892,0.15,0.0
1746638796.8633528,0.15,0.0
1746638797.1710446,0.15,0.0
1746638797.4786258,0.15,0.0
1746638797.6914754,0.15,0.0
1746638798.006499,0.15,0.0
1746638798.2942703,0.15,0.0
1746638798.6884372,0.15,0.0
1746638799.0639594,0.15,0.0
1746638799.483381,0.15,0.0
1746638799.713399,0.15,0.0
1746638800.0914626,0.15,0.0
1746638800.3958683,0.15,0.0
1746638800.8014262,0.15,0.0
1746638801.1079345,0.15,0.0
1746638801.4710236,0.15,0.0
1746638801.8021548,0.15,0.0
1746638802.192791,0.15,0.0
1746638802.5962493,0.15,0.0
1746638802.9913614,0.15,0.0
1746638803.5643764,0.15,0.0
1746638803.880832,0.15,0.0
1746638804.1926067,0.15,0.0
1746638804.4776049,0.15,0.0
1746638804.9664025,0.15,0.0
1746638805.2895265,0.15,0.0
1746638805.5902448,0.15,0.0
1746638805.8896377,0.15,0.0
1746638806.2713447,0.15,0.0
1746638806.5924299,0.15,0.0
1746638807.0030384,0.15,0.0
1746638807.28536,0.15,0.0
1746638807.6030807,0.15,0.0
1746638808.0046802,0.15,0.0
1746638808.3976367,-0.05,-0.4756065329214332
1746638808.7030034,0.0,0.3
1746638809.0708547,0.0,0.3
1746638809.3031237,0.0,0.3
1746638809.6989315,0.0,0.3
1746638810.0956197,0.0,0.3
1746638810.4731238,-0.05,0.07636907543315852
1746638810.7712586,0.0,0.3
1746638811.0631483,0.0,0.3
1746638811.3762717,0.0,0.3
1746638811.5942278,0.0,0.3
1746638811.9843822,0.0,0.3
1746638812.3730674,0.0,0.3
1746638812.6938431,-0.05,-0.14610612573468096
1746638813.0022557,0.0,0.3
1746638813.3820016,0.0,0.3
1746638813.6804564,0.0,0.3
1746638813.969088,0.15,0.0
1746638814.2075129,0.0,0.3
1746638814.5053048,0.0,0.3
1746638814.9063091,-0.05,-1.0867156737666415
1746638815.2908492,0.0,0.3
1746638815.5897853,0.0,0.3
1746638815.9145358,0.0,0.3
1746638816.2066143,0.15,0.0
1746638816.4921973,0.0,0.3
1746638816.807242,0.0,0.3
1746638817.1051457,0.15,0.0
1746638817.4850388,-0.05,-0.523557598623202
1746638817.898746,0.0,0.3
1746638818.2924862,0.0,0.3
1746638818.6973922,0.15,0.0
1746638818.9929283,0.15,0.0
1746638819.399252,0.0,0.3
1746638819.6970756,-0.05,-1.0869264425173393
1746638820.1044815,0.0,0.3
1746638820.4918382,0.0,0.3
1746638820.897356,0.0,0.3
1746638821.2789187,0.0,0.3
1746638821.579753,0.15,0.0
1746638821.8742836,0.1,0.5
1746638822.285738,0.1,0.5
1746638822.7776217,0.1,0.5
1746638823.0944765,0.1,0.5
1746638823.473071,0.1,0.5
1746638823.7710853,0.1,0.5
1746638824.173772,0.1,0.5
1746638824.4634383,0.1,0.5
1746638824.7108483,0.1,0.5
1746638825.0709014,0.1,0.5
1746638825.3763385,0.1,0.5
1746638825.766332,0.1,0.5
1746638826.0974565,0.1,0.5
1746638826.4859707,0.15,0.0
1746638826.7645998,0.15,0.0
1746638827.0787852,0.15,0.0
1746638827.4636457,0.15,0.0
1746638827.886165,0.15,0.0
1746638828.1938279,0.15,0.0
1746638828.5730772,0.15,0.0
1746638828.8730862,0.15,0.0
1746638829.1739118,0.15,0.0
1746638829.5675254,0.15,0.0
1746638829.9638526,0.15,0.0
1746638830.2888873,0.15,0.0
1746638830.5795226,0.15,0.0
1746638830.8057358,0.15,0.0
1746638831.2025943,0.15,0.0
1746638831.5865211,0.15,0.0
1746638831.9853995,0.15,0.0
1746638832.2810292,0.15,0.0
1746638832.5876317,0.15,0.0
1746638832.9866836,0.15,0.0
1746638833.389561,0.15,0.0
1746638833.7827115,0.15,0.0
1746638834.1826756,0.15,0.0
1746638834.4892354,0.15,0.0
1746638834.8840861,0.15,0.0
1746638835.2854981,0.15,0.0
1746638835.6003835,0.15,0.0
1746638835.9985461,0.15,0.0
1746638836.37501,0.15,0.0
1746638836.6916263,0.15,0.0
1746638836.9751945,0.15,0.0
1746638837.2026694,0.15,0.0
1746638837.5915148,0.15,0.0
1746638837.8944821,0.15,0.0
1746638838.263028,0.15,0.0
1746638838.5928721,0.15,0.0
1746638838.8978229,0.15,0.0
1746638839.2634602,0.15,0.0
1746638839.5716114,0.15,0.0
1746638839.9004076,0.15,0.0
1746638840.2741232,0.15,0.0
1746638840.5709786,0.15,0.0
1746638840.9000878,0.15,0.0
1746638841.2874396,0.15,0.0
1746638841.7842307,0.15,0.0
1746638842.175622,0.15,0.0
1746638842.4822397,0.15,0.0
1746638842.7003744,0.15,0.0
1746638843.0844865,0.15,0.0
1746638843.3920474,0.1,0.5
1746638843.7083156,0.1,0.5
1746638844.0995586,0.1,0.5
1746638844.3981445,0.1,0.5
1746638844.702089,0.1,0.5
1746638845.084648,0.1,0.5
1746638845.4930007,0.1,0.5
1746638845.901752,0.1,0.5
1746638846.2100163,0.1,0.5
1746638846.4763508,0.15,0.0
1746638846.7881277,0.15,0.0
1746638847.0931907,0.15,0.0
1746638847.4056995,0.15,0.0
1746638847.7699757,0.15,0.0
1746638848.1914635,0.15,0.0
1746638848.4890893,0.15,0.0
1746638848.774535,0.15,0.0
1746638849.0875716,0.15,0.0
1746638849.4644995,0.15,0.0
1746638849.7849224,0.15,0.0
1746638850.1728306,0.15,0.0
1746638850.399725,0.15,0.0
1746638850.7752752,0.15,0.0
1746638851.083152,0.15,0.0
1746638851.38941,0.15,0.0
1746638851.699568,0.15,0.0
1746638852.0641267,0.15,0.0
1746638852.2892537,0.15,0.0
1746638852.577177,0.15,0.0
1746638852.9726715,0.15,0.0
1746638853.2704003,0.15,0.0
1746638853.690441,0.15,0.0
1746638854.096747,0.15,0.0
1746638854.4825013,0.1,-0.5
1746638854.88828,0.1,-0.5
1746638855.275188,0.1,-0.5
1746638855.5980809,0.1,-0.5
1746638855.8970373,0.15,0.0
1746638856.2770605,0.15,0.0
1746638856.6240072,0.15,0.0
1746638857.0772958,0.15,0.0
1746638857.393426,0.15,0.0
1746638857.7930307,0.15,0.0
1746638858.1021109,0.15,0.0
1746638858.4969158,0.15,0.0
1746638858.779496,0.15,0.0
1746638859.0929573,0.15,0.0
1746638859.5956037,0.15,0.0
1746638859.9658394,0.15,0.0
1746638860.2085786,0.15,0.0
1746638860.5993378,0.15,0.0
1746638860.979233,0.15,0.0
1746638861.3819466,0.15,0.0
1746638861.801058,0.15,0.0
1746638862.1833277,0.15,0.0
1746638862.492381,0.15,0.0
1746638862.8854525,0.15,0.0
1746638863.2907052,0.15,0.0
1746638863.5897956,0.15,0.0
1746638863.9861662,0.15,0.0
1746638864.3856614,0.15,0.0
1746638864.7020965,0.15,0.0
1746638864.999048,0.15,0.0
1746638865.3700616,0.15,0.0
1746638865.6105263,0.15,0.0
1746638865.908494,0.15,0.0
1746638866.279179,0.15,0.0
1746638866.5012298,0.15,0.0
1746638866.7838552,0.15,0.0
1746638867.069605,0.15,0.0
1746638867.3642068,0.15,0.0
1746638867.7858639,0.15,0.0
1746638868.100637,-0.05,-0.9345317370301902
1746638868.3974125,0.0,0.3
1746638868.8679087,0.0,0.3
1746638869.2689092,0.0,0.3
1746638869.5997076,0.15,0.0
1746638870.0672758,0.0,0.3
1746638870.2897933,-0.05,1.1072484203238862
1746638870.7055702,0.1,0.5
1746638871.164664,0.1,0.5
1746638871.4939036,0.1,0.5
1746638871.8924265,0.1,0.5
1746638872.2980692,0.1,0.5
1746638872.5885215,0.1,0.5
1746638872.8815591,0.1,0.5
1746638873.1694376,0.1,0.5
1746638873.4118938,0.1,0.5
1746638873.7660234,0.1,0.5
1746638874.0731645,0.15,0.0
1746638874.3928146,0.15,0.0
1746638874.7926426,0.15,0.0
1746638875.166307,0.15,0.0
1746638875.4095697,0.15,0.0
1746638875.8002472,0.15,0.0
1746638876.0988553,0.15,0.0
1746638876.396784,0.15,0.0
1746638876.8040452,0.15,0.0
1746638877.1832073,0.15,0.0
1746638877.5640197,0.15,0.0
1746638877.8762684,0.15,0.0
1746638878.17371,0.15,0.0
1746638878.4715707,0.15,0.0
1746638878.7056997,0.15,0.0
1746638879.173142,0.15,0.0
1746638879.5919266,0.15,0.0
1746638880.0626197,0.15,0.0
1746638880.4739404,0.15,0.0
1746638880.7772195,0.15,0.0
1746638881.1094878,0.15,0.0
1746638881.498244,0.15,0.0
1746638881.8732073,0.15,0.0
1746638882.2055717,0.15,0.0
1746638882.4874713,0.15,0.0
1746638882.8691618,0.15,0.0
1746638883.163716,0.15,0.0
1746638883.3946517,0.15,0.0
1746638883.7642965,0.15,0.0
1746638884.172302,0.15,0.0
1746638884.5715525,0.15,0.0
1746638884.8992288,0.15,0.0
1746638885.292644,0.15,0.0
1746638885.681698,0.15,0.0
1746638886.0046751,0.15,0.0
1746638886.474527,0.15,0.0
1746638886.7967105,0.15,0.0
1746638887.1651833,0.15,0.0
1746638887.4919193,0.15,0.0
1746638887.7793467,0.15,0.0
1746638888.0893476,0.15,0.0
1746638888.4689648,0.15,0.0
1746638888.7832131,0.15,0.0
1746638889.1022308,0.15,0.0
1746638889.5936668,0.15,0.0
1746638889.9987655,0.15,0.0
1746638890.39769,0.15,0.0
1746638890.7894664,0.15,0.0
1746638891.1051474,-0.05,1.0009011993667087
1746638891.4886339,0.0,0.3
1746638891.784318,0.0,0.3
1746638892.1907806,0.0,0.3
1746638892.4874785,0.0,0.3
1746638892.7888203,0.0,0.3
1746638893.2675278,-0.05,1.3854521637925012
1746638893.6012301,0.0,0.3
1746638893.9942687,0.15,0.0
1746638894.4725318,0.15,0.0
1746638894.7728968,0.15,0.0
1746638895.065042,0.15,0.0
1746638895.2972,0.15,0.0
1746638895.6664526,0.15,0.0
1746638895.9860613,0.15,0.0
1746638896.3131156,0.15,0.0
1746638896.6868548,0.15,0.0
1746638896.9899008,0.1,0.5
1746638897.3856497,0.1,0.5
1746638897.8000576,0.1,0.5
1746638898.0750031,0.15,0.0
1746638898.3840697,0.15,0.0
1746638898.7788613,0.15,0.0
1746638899.0789144,0.15,0.0
1746638899.3817,0.1,0.5
1746638899.7796273,0.1,0.5
1746638900.0885108,0.1,0.5
1746638900.3927147,0.15,0.0
1746638900.668227,0.15,0.0
1746638901.093639,0.15,0.0
1746638901.504441,0.15,0.0
1746638901.7810478,0.15,0.0
1746638902.095629,0.15,0.0
1746638902.489892,0.15,0.0
1746638902.7774937,0.15,0.0
1746638903.0787148,0.15,0.0
1746638903.4852543,0.15,0.0
1746638903.7775443,0.15,0.0
1746638904.0798664,0.15,0.0
1746638904.472712,0.15,0.0
